congbio_id,congbio_state,congbio_congress,congbio_position,name_id,meae_id,district
S000912,PA,6,Representative,SJ0115,NA,NA
S000955,NC,6,Representative,SD0075,meae.congressional.congress06.nc.county,8
S001073,SC,6,Representative,ST0266,meae.congressional.congress06.sc.county,4
T000025,GA,6,Representative,TB0026,meae.congressional.congress06.ga.county,NA
T000108,VA,6,Representative,TL0030,NA,NA
T000127,NH,6,Representative,TS0061,NA,NA
T000141,MA,6,Representative,TG0012,meae.congressional.congress06.ma.county,14
T000173,MD,6,Representative,TJ0169,meae.congressional.congress06.md.county,2
T000183,PA,6,Representative,TR0066,NA,NA
T000206,NY,6,Representative,TJ0297,meae.congressional.congress06.ny.county,7
T000348,CT,6,Senator,TU0002,NA,NA
T000368,VA,6,Representative,TA0080,meae.congressional.congress06.va.county,4
T000370,VA,6,Representative,TJ0571,meae.congressional.congress06.va.county,5
V000022,NY,6,Representative,VP0041,NA,NA
V000074,MA,6,Representative,VJ0024,meae.congressional.congress06.ma.county,9
W000014,MA,6,Representative,WP0012,meae.congressional.congress06.ma.county,13
W000094,PA,6,Representative,WR0132,NA,NA
W000202,NY,6,Senator,WJ0412,NA,NA
W000287,DE,6,Senator,WW0020,NA,NA
W000392,DE,6,Senator,WS0028,NA,NA
W000526,MA,6,Representative,WL0031,meae.congressional.congress06.ma.county,5
W000534,NC,6,Representative,WR0105,meae.congressional.congress06.nc.county,3
W000722,PA,6,Representative,WH0059,meae.congressional.congress06.pa.county,10
A000167,NC,7,Representative,AW0047,meae.congressional.congress07.nc.county,9
A000197,TN,7,Senator,AJ0370,NA,NA
A000272,MD,7,Representative,AJ0075,meae.congressional.congress07.md.county,6
A000282,NY,7,Senator,AJ0193,NA,NA
B000017,MA,7,Representative,BJ0484,meae.congressional.congress07.ma.county,1
B000049,NY,7,Representative,BT0171,NA,NA
B000084,GA,7,Senator,BA0026,meae.congressional.congress07.ga.county,NA
B000249,DE,7,Representative,BJ0078,meae.congressional.congress07.de.county,NA
B000477,NY,7,Representative,BJ0683,meae.congressional.congress07.ny.county,6
B000488,MA,7,Representative,BP0031,meae.congressional.congress07.ma.county,7
B000660,PA,7,Representative,BT0242,NA,NA
B000697,MD,7,Representative,BW0122,NA,NA
B000745,VT,7,Senator,BS0312,meae.congressional.congress07.vt.county,2
B000787,KY,7,Senator,BJ0180,NA,NA
B000802,VA,7,Representative,BR0163,meae.congressional.congress07.va.county,17
B000929,KY,7,Senator,BJ0175,NA,NA
B000942,PA,7,Representative,BR0106,meae.congressional.congress07.pa.county,4
B001186,SC,7,Senator,BP0091,NA,NA
B001194,SC,7,Representative,BW0365,NA,NA
C000005,VA,7,Representative,CS0229,meae.congressional.congress07.va.county,14
C000091,MD,7,Representative,CJ0207,meae.congressional.congress07.md.county,1
C000369,VT,7,Senator,CN0042,NA,NA
C000406,VA,7,Representative,CT0181,meae.congressional.congress07.va.county,8
C000487,VA,7,Representative,CM0108,meae.congressional.congress07.va.county,6
C000525,NY,7,Senator,CD0092,NA,NA
C000531,VA,7,Representative,CJ1097,meae.congressional.congress07.va.county,13
C000572,TN,7,Senator,CW0351,NA,NA
C000627,SC,7,Senator,CJ0999,NA,NA
C000671,NJ,7,Representative,CJ0382,meae.congressional.congress07.nj.county,NA
C001026,MA,7,Representative,CM0015,meae.congressional.congress07.ma.county,11
C001033,MA,7,Representative,CR0035,meae.congressional.congress07.ma.county,14
D000024,CT,7,Representative,DS0003,NA,NA
D000075,CT,7,Representative,DJ0022,NA,NA
D000138,KY,7,Representative,DT0030,meae.congressional.congress07.ky.county,1
D000151,VA,7,Representative,DJ0582,meae.congressional.congress07.va.county,15
D000165,NJ,7,Senator,DJ0209,NA,NA
D000243,MD,7,Representative,DJ0122,meae.congressional.congress07.md.county,8
D000333,TN,7,Representative,DW0184,NA,NA
E000014,GA,7,Representative,EP0004,NA,NA
E000114,RI,7,Senator,EC0044,NA,NA
E000153,NY,7,Representative,EL0004,meae.congressional.congress07.ny.county,4
E000154,NJ,7,Representative,EE0016,meae.congressional.congress07.nj.county,NA
E000230,MA,7,Representative,EW0031,meae.congressional.congress07.ma.county,8
F000297,NH,7,Representative,FA0029,meae.congressional.congress07.nh.county,NA
F000301,MA,7,Senator,FD0007,NA,NA
F000313,RI,7,Senator,NA,meae.congressional.congress07.ct.county,NA
F000313,RI,7,Senator,NA,meae.congressional.congress07.ma.county,6
F000313,RI,7,Senator,NA,meae.congressional.congress07.pa.county,1
F000313,RI,7,Senator,NA,meae.congressional.congress07.pa.county,2
F000313,RI,7,Senator,NA,meae.congressional.congress07.pa.county,7
F000313,RI,7,Senator,NA,meae.congressional.congress07.sc.county,2
F000313,RI,7,Senator,NA,meae.congressional.congress07.sc.county,4
F000313,RI,7,Senator,NA,meae.congressional.congress07.sc.county,1
F000313,RI,7,Senator,NA,meae.congressional.congress07.sc.county,3
F000313,RI,7,Senator,NA,meae.congressional.congress07.sc.county,5
F000313,RI,7,Senator,NA,meae.congressional.congress07.sc.county,6
F000313,RI,7,Senator,NA,meae.congressional.congress07.tn.county,NA
F000313,RI,7,Senator,NA,meae.congressional.congress07.va.county,3
F000313,RI,7,Senator,NA,meae.congressional.congress07.vt.county,1
F000322,KY,7,Representative,FJ0047,meae.congressional.congress07.ky.county,2
F000344,NC,7,Senator,FJ0228,NA,NA
G000183,VA,7,Representative,GW0186,meae.congressional.congress07.va.county,9
G000248,CT,7,Representative,GC0005,NA,NA
G000394,VA,7,Representative,GE0059,meae.congressional.congress07.va.county,10
G000427,RI,7,Senator,GR0095,NA,NA
G000442,PA,7,Representative,GA0060,meae.congressional.congress07.pa.county,9
G000488,CT,7,Representative,GR0000,NA,NA
G000502,NC,7,Representative,GW0091,meae.congressional.congress07.nc.county,7
H000161,PA,7,Representative,HK0754,NA,NA
H000331,MA,7,Representative,HS0073,meae.congressional.congress07.ma.county,4
H000464,NJ,7,Representative,HW0205,meae.congressional.congress07.nj.county,NA
H000470,PA,7,Representative,HJ0774,meae.congressional.congress07.pa.county,3
H000475,NC,7,Representative,HA0107,meae.congressional.congress07.nc.county,2
H000570,MD,7,Representative,ZZ0005,NA,NA
H000574,PA,7,Representative,HJ0793,meae.congressional.congress07.pa.county,5
H000611,NC,7,Representative,HW0233,meae.congressional.congress07.nc.county,6
H000618,CT,7,Senator,HJ0008,NA,NA
H000629,MD,7,Senator,HW0097,NA,NA
H000699,PA,7,Representative,HW0316,NA,NA
H000718,NC,7,Representative,HJ1278,NA,NA
H000735,VA,7,Representative,HD0041,meae.congressional.congress07.va.county,2
H000841,MD,7,Senator,HJ0159,NA,NA
H000915,SC,7,Representative,HB0145,NA,NA
H000976,NH,7,Representative,HS0108,meae.congressional.congress07.nh.county,NA
J000012,VA,7,Representative,JG0015,NA,NA
J000017,GA,7,Senator,JJ0004,NA,NA
J000123,NC,7,Representative,JC0019,NA,NA
J000258,PA,7,Representative,JW0065,NA,NA
L000204,MA,7,Representative,LS0019,meae.congressional.congress07.ma.county,12
L000229,PA,7,Representative,LM0058,NA,NA
L000316,MA,7,Representative,LL0038,meae.congressional.congress07.ma.county,4
L000364,NH,7,Senator,LS0047,NA,NA
L000401,PA,7,Senator,LG0042,NA,NA
L000482,SC,7,Representative,LT0118,NA,NA
M000034,NC,7,Representative,MN0068,meae.congressional.congress07.nc.county,5
M000221,MA,7,Senator,MJ0290,NA,NA
M000226,VA,7,Senator,MS0252,NA,NA
M000259,MA,7,Representative,ME0042,meae.congressional.congress07.ma.county,3
M000649,GA,7,Representative,MD0013,NA,NA
M000712,GA,7,Representative,MJ0057,meae.congressional.congress07.ga.county,NA
M000831,NY,7,Representative,MS0108,meae.congressional.congress07.ny.county,2
M000831,NY,7,Representative,MS0108,meae.congressional.congress07.ny.county,3
M000919,SC,7,Representative,MT0220,NA,NA
M000976,NY,7,Senator,MG0047,NA,NA
M000983,VT,7,Representative,ML0045,meae.congressional.congress07.vt.county,2
M000988,NY,7,Representative,MT0003,meae.congressional.congress07.ny.county,10
M001039,NJ,7,Representative,MJ0399,meae.congressional.congress07.nj.county,NA
M001066,PA,7,Senator,MP0089,meae.congressional.congress07.pa.county,4
N000058,VA,7,Representative,NA0009,meae.congressional.congress07.va.county,16
N000078,VA,7,Representative,NT0024,meae.congressional.congress07.va.county,11
N000086,VA,7,Senator,NW0043,NA,NA
N000100,MD,7,Representative,NJ0026,meae.congressional.congress07.md.county,7
O000041,NJ,7,Senator,OA0025,meae.congressional.congress07.nj.county,NA
O000060,NH,7,Senator,OS0017,NA,NA
P000026,VT,7,Senator,PE0117,NA,NA
P000190,NH,7,Representative,PJ0386,NA,NA
P000231,CT,7,Representative,PE0001,NA,NA
P000354,SC,7,Senator,PC0060,NA,NA
P000378,MD,7,Representative,PT0052,meae.congressional.congress07.md.county,3
P000393,NH,7,Senator,PW0090,meae.congressional.congress07.nh.county,NA
R000047,VA,7,Representative,RJ0610,meae.congressional.congress07.va.county,7
R000093,MA,7,Representative,RN0015,meae.congressional.congress07.ma.county,10
R000448,PA,7,Senator,RJ0316,NA,NA
R000553,SC,7,Representative,RJ0621,NA,NA
S000312,NH,7,Senator,SJ0463,NA,NA
S000330,MA,7,Representative,SW0150,meae.congressional.congress07.ma.county,2
S000508,PA,7,Representative,SJ0970,meae.congressional.congress07.pa.county,11
S000557,VT,7,Representative,SI0092,NA,NA
S000564,VA,7,Representative,SJ1530,meae.congressional.congress07.va.county,1
S000566,NY,7,Representative,SJ0689,meae.congressional.congress07.ny.county,1
S000570,CT,7,Representative,SJ0013,NA,NA
S000582,MA,7,Representative,SJ1548,NA,NA
S000609,MD,7,Representative,SS0062,meae.congressional.congress07.md.county,5
S000685,NJ,7,Representative,SH0055,meae.congressional.congress07.nj.county,NA
S000752,MD,7,Representative,SR0049,meae.congressional.congress07.md.county,2
S000794,NC,7,Representative,SR0175,meae.congressional.congress07.nc.county,4
S000800,NC,7,Representative,SJ0834,meae.congressional.congress07.nc.county,10
S000805,RI,7,Representative,SJ1416,meae.congressional.congress07.ri.county,NA
S000912,PA,7,Representative,SJ0115,meae.congressional.congress07.ny.county,10
S000955,NC,7,Senator,SD0075,meae.congressional.congress07.nc.county,8
S000994,VA,7,Representative,SJ1478,meae.congressional.congress07.va.county,12
S001073,SC,7,Representative,ST0266,NA,NA
S001073,SC,7,Senator,ST0266,NA,NA
T000025,GA,7,Representative,TB0026,meae.congressional.congress07.ga.county,NA
T000027,VA,7,Representative,TJ0538,meae.congressional.congress07.va.county,19
T000029,CT,7,Representative,TB0015,NA,NA
T000127,NH,7,Representative,TS0061,meae.congressional.congress07.nh.county,NA
T000143,MA,7,Representative,TS0010,NA,NA
T000163,NY,7,Representative,TD0045,meae.congressional.congress07.ny.county,7
T000213,VA,7,Representative,TP0042,meae.congressional.congress07.va.county,18
T000273,RI,7,Representative,TT0119,meae.congressional.congress07.ri.county,NA
T000348,CT,7,Senator,TU0002,NA,NA
T000368,VA,7,Representative,TA0080,meae.congressional.congress07.va.county,4
T000370,VA,7,Representative,TJ0571,meae.congressional.congress07.va.county,5
U000022,NH,7,Representative,UG0000,meae.congressional.congress07.nh.county,NA
V000022,NY,7,Representative,VP0041,meae.congressional.congress07.ny.county,2
V000022,NY,7,Representative,VP0041,meae.congressional.congress07.ny.county,3
V000045,PA,7,Representative,VI0017,NA,NA
V000049,NY,7,Representative,VJ0182,NA,NA
V000054,NY,7,Representative,VK0000,meae.congressional.congress07.ny.county,8
V000074,MA,7,Representative,VJ0024,meae.congressional.congress07.ma.county,9
W000014,MA,7,Representative,WP0012,meae.congressional.congress07.ma.county,13
W000046,NY,7,Representative,WB0005,meae.congressional.congress07.ny.county,10
W000046,NY,7,Representative,WB0005,meae.congressional.congress07.ny.county,9
W000287,DE,7,Senator,WW0020,NA,NA
W000392,DE,7,Senator,WS0028,NA,NA
W000526,MA,7,Representative,WL0031,meae.congressional.congress07.ma.county,5
W000534,NC,7,Representative,WR0105,meae.congressional.congress07.nc.county,3
W000637,SC,7,Representative,WR0158,NA,NA
W000722,PA,7,Representative,WH0059,meae.congressional.congress07.pa.county,10
W000768,MD,7,Senator,WR0038,meae.congressional.congress07.md.county,6
W000786,NC,7,Representative,WT0142,NA,NA
A000041,MA,8,Senator,AJ0043,meae.congressional.congress08.ma.county,1
A000100,NC,8,Representative,AN0006,meae.congressional.congress08.nc.county,10
A000167,NC,8,Representative,AW0047,meae.congressional.congress08.nc.county,2
A000191,PA,8,Representative,AI0012,meae.congressional.congress08.pa.county,3
A000197,TN,8,Senator,AJ0370,NA,NA
A000272,MD,8,Representative,AJ0075,meae.congressional.congress08.md.county,6
A000282,NY,8,Senator,AJ0193,NA,NA
B000049,NY,8,Senator,BT0171,NA,NA
B000084,GA,8,Senator,BA0026,NA,NA
B000097,CT,8,Representative,BS0001,NA,NA
B000137,PA,8,Representative,BD0120,meae.congressional.congress08.pa.county,4
B000249,DE,8,Senator,BJ0078,meae.congressional.congress08.de.county,NA
B000301,KY,8,Representative,BG0011,meae.congressional.congress08.ky.county,6
B000425,NH,8,Representative,BS0134,meae.congressional.congress08.nh.county,NA
B000488,MA,8,Representative,BP0031,meae.congressional.congress08.ma.county,9
B000511,NC,8,Representative,BW0216,meae.congressional.congress08.nc.county,4
B000697,MD,8,Representative,BW0122,meae.congressional.congress08.md.county,2
B000714,NJ,8,Representative,BA0122,meae.congressional.congress08.nj.county,NA
B000729,KY,8,Representative,BJ0201,meae.congressional.congress08.ky.county,2
B000745,VT,8,Senator,BS0312,NA,NA
B000787,KY,8,Senator,BJ0180,NA,NA
B000929,KY,8,Senator,BJ0175,NA,NA
B000942,PA,8,Representative,BR0106,meae.congressional.congress08.pa.county,2
B000970,MA,8,Representative,BP0030,meae.congressional.congress08.ma.county,17
B000989,GA,8,Representative,BJ0111,meae.congressional.congress08.ga.county,NA
B001186,SC,8,Senator,BP0091,NA,NA
B001194,SC,8,Representative,BW0365,NA,NA
C000083,TN,8,Representative,CG0108,meae.congressional.congress08.tn.county,NA
C000091,MD,8,Representative,CJ0207,meae.congressional.congress08.md.county,1
C000226,SC,8,Representative,CL0065,NA,NA
C000280,VT,8,Representative,CW0352,meae.congressional.congress08.vt.county,3
C000372,VT,8,Representative,CM0084,meae.congressional.congress08.vt.county,4
C000399,NH,8,Representative,CC0033,meae.congressional.congress08.nh.county,NA
C000406,VA,8,Representative,CT0181,meae.congressional.congress08.va.county,17
C000424,VA,8,Representative,CC0134,NA,NA
C000486,PA,8,Representative,CJ0754,meae.congressional.congress08.pa.county,1
C000487,VA,8,Representative,CM0108,meae.congressional.congress08.va.county,14
C000525,NY,8,Senator,CD0092,NA,NA
C000526,NY,8,Representative,CG0080,NA,NA
C000531,VA,8,Representative,CJ1097,meae.congressional.congress08.va.county,22
C000572,TN,8,Senator,CW0351,NA,NA
C000671,NJ,8,Senator,CJ0382,meae.congressional.congress08.nj.county,NA
C000704,PA,8,Representative,CF0031,meae.congressional.congress08.pa.county,2
C000947,MA,8,Representative,CJ0329,meae.congressional.congress08.ma.county,3
C000947,MA,8,Representative,CJ0329,meae.congressional.congress08.ma.county,2
C001026,MA,8,Representative,CM0015,meae.congressional.congress08.ma.county,3
C001033,MA,8,Representative,CR0035,meae.congressional.congress08.ma.county,14
D000024,CT,8,Representative,DS0003,NA,NA
D000075,CT,8,Representative,DJ0022,NA,NA
D000151,VA,8,Representative,DJ0582,meae.congressional.congress08.va.county,10
D000165,NJ,8,Senator,DJ0209,NA,NA
D000243,MD,8,Representative,DJ0122,meae.congressional.congress08.md.county,8
D000333,TN,8,Representative,DW0184,meae.congressional.congress08.tn.county,NA
D000583,MA,8,Representative,DT0078,meae.congressional.congress08.ma.county,5
E000008,SC,8,Representative,EJ0266,NA,NA
E000014,GA,8,Representative,EP0004,meae.congressional.congress08.ga.county,NA
E000114,RI,8,Senator,EC0044,NA,NA
E000122,VT,8,Representative,EJ0292,meae.congressional.congress08.vt.county,2
E000154,NJ,8,Representative,EE0016,meae.congressional.congress08.nj.county,NA
E000197,VA,8,Representative,EJ0283,meae.congressional.congress08.va.county,16
E000230,MA,8,Representative,EW0031,meae.congressional.congress08.ma.county,1
F000124,PA,8,Representative,FW0062,meae.congressional.congress08.pa.county,8
F000322,KY,8,Representative,FJ0047,meae.congressional.congress08.ky.county,5
F000344,NC,8,Senator,FJ0228,NA,NA
G000005,SC,8,Senator,GJ0554,NA,NA
G000183,VA,8,Senator,GW0186,NA,NA
G000196,NC,8,Representative,GJ0328,meae.congressional.congress08.nc.county,5
G000248,CT,8,Representative,GC0005,NA,NA
G000306,VA,8,Representative,GP0075,meae.congressional.congress08.va.county,18
G000394,VA,8,Representative,GE0059,meae.congressional.congress08.va.county,19
G000442,PA,8,Representative,GA0060,meae.congressional.congress08.pa.county,5
G000467,VA,8,Representative,GT0058,meae.congressional.congress08.va.county,12
G000482,NY,8,Representative,GG0018,meae.congressional.congress08.ny.county,15
G000488,CT,8,Representative,GR0000,NA,NA
H000133,GA,8,Representative,HS0033,meae.congressional.congress08.ga.county,NA
H000140,SC,8,Representative,HW0374,NA,NA
H000161,PA,8,Representative,HK0754,NA,NA
H000314,NY,8,Representative,HJ0528,meae.congressional.congress08.ny.county,7
H000331,MA,8,Representative,HS0073,meae.congressional.congress08.ma.county,10
H000464,NJ,8,Representative,HW0205,meae.congressional.congress08.nj.county,NA
H000570,MD,8,Representative,ZZ0005,NA,NA
H000574,PA,8,Representative,HJ0793,meae.congressional.congress08.pa.county,3
H000618,CT,8,Senator,HJ0008,NA,NA
H000695,PA,8,Representative,HJ0764,NA,NA
H000699,PA,8,Representative,HW0316,meae.congressional.congress08.pa.county,10
H000718,NC,8,Representative,HJ1278,NA,NA
H000735,VA,8,Representative,HD0041,meae.congressional.congress08.va.county,4
H000811,NH,8,Representative,HD0043,meae.congressional.congress08.nh.county,NA
H000870,RI,8,Senator,HB0138,NA,NA
H000915,SC,8,Representative,HB0145,NA,NA
H000976,NH,8,Representative,HS0108,meae.congressional.congress08.nh.county,NA
J000017,GA,8,Senator,JJ0004,NA,NA
J000021,VA,8,Representative,JJ0287,meae.congressional.congress08.va.county,1
J000254,VA,8,Representative,JW0100,meae.congressional.congress08.va.county,8
K000116,NC,8,Representative,KW0059,meae.congressional.congress08.nc.county,3
K000286,RI,8,Representative,KN0024,meae.congressional.congress08.ri.county,NA
L000097,MA,8,Representative,LS0021,NA,NA
L000229,PA,8,Representative,LM0058,meae.congressional.congress08.pa.county,1
L000290,VA,8,Representative,LJ0543,NA,NA
L000294,VA,8,Representative,LT0108,meae.congressional.congress08.va.county,5
L000367,NY,8,Representative,LH0032,meae.congressional.congress08.ny.county,8
L000401,PA,8,Senator,LG0042,NA,NA
L000482,SC,8,Representative,LT0118,NA,NA
L000492,PA,8,Representative,LJ0337,meae.congressional.congress08.pa.county,11
L000545,KY,8,Representative,LM0053,meae.congressional.congress08.ky.county,1
M000029,PA,8,Senator,MS0148,NA,NA
M000034,NC,8,Representative,MN0068,meae.congressional.congress08.nc.county,6
M000226,VA,8,Senator,MS0252,NA,NA
M000359,NY,8,Representative,MA0104,meae.congressional.congress08.ny.county,5
M000387,MD,8,Representative,MW0092,meae.congressional.congress08.md.county,5
M000649,GA,8,Representative,MD0013,meae.congressional.congress08.ga.county,NA
M000824,MA,8,Representative,MN0055,meae.congressional.congress08.ma.county,7
M000831,NY,8,Representative,MS0108,meae.congressional.congress08.ny.county,2
M000831,NY,8,Representative,MS0108,meae.congressional.congress08.ny.county,3
M000831,NY,8,Senator,MS0108,meae.congressional.congress08.ny.county,2
M000831,NY,8,Senator,MS0108,meae.congressional.congress08.ny.county,3
M000891,VA,8,Senator,MA0281,meae.congressional.congress08.va.county,5
M000891,VA,8,Representative,MA0281,meae.congressional.congress08.va.county,5
M000909,MD,8,Representative,MN0021,meae.congressional.congress08.md.county,5
M000919,SC,8,Representative,MT0220,NA,NA
M001003,OH,8,Representative,MJ0625,meae.congressional.congress08.oh.county,NA
M001039,NJ,8,Representative,MJ0399,meae.congressional.congress08.nj.county,NA
N000041,MD,8,Representative,NR0020,NA,NA
N000058,VA,8,Representative,NA0009,meae.congressional.congress08.va.county,11
N000078,VA,8,Representative,NT0024,meae.congressional.congress08.va.county,20
N000086,VA,8,Senator,NW0043,NA,NA
N000100,MD,8,Representative,NJ0026,meae.congressional.congress08.md.county,7
O000060,NH,8,Senator,OS0017,NA,NA
O000067,VT,8,Representative,OG0018,meae.congressional.congress08.vt.county,1
P000036,NY,8,Representative,PB0055,meae.congressional.congress08.ny.county,11
P000101,NY,8,Representative,PJ0208,meae.congressional.congress08.ny.county,16
P000298,NY,8,Representative,PO0028,NA,NA
P000324,MA,8,Senator,PT0078,meae.congressional.congress08.ma.county,2
P000378,MD,8,Representative,PT0052,meae.congressional.congress08.md.county,3
P000393,NH,8,Senator,PW0090,NA,NA
P000468,RI,8,Senator,PS0119,NA,NA
P000577,NC,8,Representative,PS0066,meae.congressional.congress08.nc.county,7
R000047,VA,8,Representative,RJ0610,meae.congressional.congress08.va.county,15
R000051,VA,8,Representative,RT0122,meae.congressional.congress08.va.county,21
R000089,PA,8,Representative,RJ0310,meae.congressional.congress08.pa.county,7
R000181,TN,8,Representative,RJ0595,meae.congressional.congress08.tn.county,NA
R000212,PA,8,Representative,RJ0353,meae.congressional.congress08.pa.county,1
R000257,NY,8,Representative,RS0063,NA,NA
R000377,DE,8,Representative,RC0001,meae.congressional.congress08.de.county,NA
R000431,NY,8,Representative,RE0049,meae.congressional.congress08.ny.county,14
S000023,NY,8,Representative,ST0168,meae.congressional.congress08.ny.county,13
S000041,KY,8,Representative,ST0052,meae.congressional.congress08.ky.county,4
S000046,NY,8,Representative,SJ0646,meae.congressional.congress08.ny.county,1
S000046,NY,8,Representative,SJ0646,meae.congressional.congress08.ny.county,2
S000046,NY,8,Representative,SJ0646,meae.congressional.congress08.ny.county,3
S000215,MA,8,Representative,SE0023,meae.congressional.congress08.ma.county,13
S000471,MA,8,Representative,ST0101,meae.congressional.congress08.ma.county,12
S000493,NJ,8,Representative,SJ0553,meae.congressional.congress08.nj.county,NA
S000508,PA,8,Representative,SJ0970,meae.congressional.congress08.pa.county,9
S000557,VT,8,Senator,SI0092,NA,NA
S000564,VA,8,Representative,SJ1530,meae.congressional.congress08.va.county,3
S000566,NY,8,Senator,SJ0689,meae.congressional.congress08.ny.county,1
S000567,OH,8,Senator,SJ0304,NA,NA
S000570,CT,8,Representative,SJ0013,NA,NA
S000609,MD,8,Senator,SS0062,NA,NA
S000685,NJ,8,Representative,SH0055,meae.congressional.congress08.nj.county,NA
S000794,NC,8,Representative,SR0175,meae.congressional.congress08.nc.county,8
S000805,RI,8,Representative,SJ1416,meae.congressional.congress08.ri.county,NA
S000828,MA,8,Representative,SW0095,meae.congressional.congress08.ma.county,11
S000864,VA,8,Representative,SJ1474,meae.congressional.congress08.va.county,2
S000912,PA,8,Representative,SJ0115,NA,NA
S000955,NC,8,Senator,SD0075,NA,NA
S001073,SC,8,Senator,ST0266,NA,NA
T000012,MA,8,Representative,TS0046,meae.congressional.congress08.ma.county,6
T000029,CT,8,Representative,TB0015,NA,NA
T000086,VA,8,Senator,TJ0625,meae.congressional.congress08.va.county,11
T000127,NH,8,Representative,TS0061,meae.congressional.congress08.nh.county,NA
T000143,MA,8,Representative,TS0010,NA,NA
T000163,NY,8,Representative,TD0045,meae.congressional.congress08.ny.county,11
T000163,NY,8,Representative,TD0045,meae.congressional.congress08.ny.county,12
T000213,VA,8,Representative,TP0042,meae.congressional.congress08.va.county,9
T000262,NY,8,Representative,TG0044,meae.congressional.congress08.ny.county,10
T000348,CT,8,Senator,TU0002,NA,NA
T000368,VA,8,Representative,TA0080,meae.congressional.congress08.va.county,6
T000370,VA,8,Representative,TJ0571,meae.congressional.congress08.va.county,13
V000022,NY,8,Representative,VP0041,meae.congressional.congress08.ny.county,4
V000045,PA,8,Representative,VI0017,meae.congressional.congress08.pa.county,2
V000054,NY,8,Representative,VK0000,meae.congressional.congress08.ny.county,9
V000074,MA,8,Representative,VJ0024,meae.congressional.congress08.ma.county,4
V000083,VA,8,Senator,VA0029,meae.congressional.congress08.va.county,15
V000088,NY,8,Representative,VD0005,NA,NA
W000014,MA,8,Representative,WP0012,meae.congressional.congress08.ma.county,15
W000116,KY,8,Representative,WM0023,meae.congressional.congress08.ky.county,3
W000287,DE,8,Senator,WW0020,NA,NA
W000392,DE,8,Senator,WS0028,NA,NA
W000403,PA,8,Representative,WJ0661,meae.congressional.congress08.pa.county,3
W000526,MA,8,Representative,WL0031,meae.congressional.congress08.ma.county,8
W000529,NC,8,Representative,WM0000,meae.congressional.congress08.nc.county,9
W000568,VA,8,Representative,WA0179,NA,NA
W000637,SC,8,Representative,WR0158,NA,NA
W000642,NC,8,Representative,WJ0494,meae.congressional.congress08.nc.county,12
W000750,OH,8,Senator,WT0156,NA,NA
W000768,MD,8,Senator,WR0038,NA,NA
W000786,NC,8,Representative,WT0142,meae.congressional.congress08.nc.county,1
A000026,KY,9,Senator,AJ0047,NA,NA
A000041,MA,9,Senator,AJ0043,NA,NA
A000092,NC,9,Representative,AE0024,NA,NA
A000100,NC,9,Representative,AN0006,meae.congressional.congress09.nc.county,10
A000167,NC,9,Representative,AW0047,meae.congressional.congress09.nc.county,2
A000191,PA,9,Representative,AI0012,meae.congressional.congress09.pa.county,3
A000197,TN,9,Senator,AJ0370,NA,NA
A000272,MD,9,Representative,AJ0075,meae.congressional.congress09.md.county,6
B000084,GA,9,Senator,BA0026,NA,NA
B000137,PA,9,Representative,BD0120,meae.congressional.congress09.pa.county,4
B000144,MA,9,Representative,BJ0499,NA,NA
B000224,VA,9,Representative,BB0099,meae.congressional.congress09.va.county,12
B000249,DE,9,Senator,BJ0078,meae.congressional.congress09.de.county,NA
B000301,KY,9,Representative,BG0011,meae.congressional.congress09.ky.county,6
B000425,NH,9,Representative,BS0134,meae.congressional.congress09.nh.county,NA
B000434,GA,9,Representative,BW0000,NA,NA
B000446,MA,9,Representative,BB0057,meae.congressional.congress09.ma.county,12
B000488,MA,9,Representative,BP0031,meae.congressional.congress09.ma.county,9
B000511,NC,9,Representative,BW0216,meae.congressional.congress09.nc.county,4
B000533,NY,9,Representative,BJ0770,meae.congressional.congress09.ny.county,5
B000569,NC,9,Representative,BT0194,meae.congressional.congress09.nc.county,3
B000729,KY,9,Representative,BJ0201,meae.congressional.congress09.ky.county,2
B000745,VT,9,Senator,BS0312,NA,NA
B000787,KY,9,Senator,BJ0180,NA,NA
B000888,DE,9,Representative,BJ0090,meae.congressional.congress09.de.county,NA
B000942,PA,9,Representative,BR0106,meae.congressional.congress09.pa.county,2
B000989,GA,9,Representative,BJ0111,meae.congressional.congress09.ga.county,NA
B001160,VA,9,Representative,BW0451,NA,NA
B001194,SC,9,Representative,BW0365,NA,NA
C000083,TN,9,Representative,CG0108,meae.congressional.congress09.tn.county,2
C000091,MD,9,Representative,CJ0207,meae.congressional.congress09.md.county,1
C000226,SC,9,Representative,CL0065,NA,NA
C000291,MA,9,Representative,CJ0020,meae.congressional.congress09.ma.county,17
C000372,VT,9,Representative,CM0084,meae.congressional.congress09.vt.county,4
C000403,VA,9,Representative,CJ1099,meae.congressional.congress09.va.county,17
C000424,VA,9,Representative,CC0134,meae.congressional.congress09.va.county,13
C000482,KY,9,Senator,CH0035,NA,NA
C000486,PA,9,Representative,CJ0754,meae.congressional.congress09.pa.county,1
C000487,VA,9,Representative,CM0108,meae.congressional.congress09.va.county,14
C000526,NY,9,Representative,CG0080,NA,NA
C000531,VA,9,Representative,CJ1097,meae.congressional.congress09.va.county,22
C000671,NJ,9,Senator,CJ0382,NA,NA
C000704,PA,9,Representative,CF0031,meae.congressional.congress09.pa.county,2
