election_id,election_office,state,congress,district,year,election_type,election_label
ma.uscongress.southern.1.ballot2.1799,U.S. House of Representatives,MA,6,5,1799,General,"Massachusetts 1799 U.S. House of Representatives, District Southern 1, Ballot 2"
ma.uscongress.southern.1.ballot3.1799,U.S. House of Representatives,MA,6,5,1799,General,"Massachusetts 1799 U.S. House of Representatives, District Southern 1, Ballot 3"
ma.uscongress.southern.1.ballot4.1799,U.S. House of Representatives,MA,6,5,1799,General,"Massachusetts 1799 U.S. House of Representatives, District Southern 1, Ballot 4"
ma.uscongress.southern.1.ballot5.1799,U.S. House of Representatives,MA,6,5,1799,General,"Massachusetts 1799 U.S. House of Representatives, District Southern 1, Ballot 5"
ma.uscongress.southern.2.1798,U.S. House of Representatives,MA,6,6,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Southern 2"
ma.uscongress.southern.3.1798,U.S. House of Representatives,MA,6,7,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Southern 3"
ma.uscongress.southern.3.ballot2.1799,U.S. House of Representatives,MA,6,7,1799,General,"Massachusetts 1799 U.S. House of Representatives, District Southern 3, Ballot 2"
ma.uscongress.southern.3.ballot3.1799,U.S. House of Representatives,MA,6,7,1799,General,"Massachusetts 1799 U.S. House of Representatives, District Southern 3, Ballot 3"
ma.uscongress.southern.3.ballot4.1799,U.S. House of Representatives,MA,6,7,1799,General,"Massachusetts 1799 U.S. House of Representatives, District Southern 3, Ballot 4"
ma.uscongress.middle.1.1798,U.S. House of Representatives,MA,6,8,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Middle 1"
ma.uscongress.middle.2.1798,U.S. House of Representatives,MA,6,9,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Middle 2"
ma.uscongress.middle.3.1798,U.S. House of Representatives,MA,6,10,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Middle 3"
ma.uscongress.middle.3.special.ballot2.1800,U.S. House of Representatives,MA,6,10,NA,NA,NA
ma.uscongress.middle.3.special.1800,U.S. House of Representatives,MA,6,10,NA,NA,NA
ma.uscongress.middle.4.1798,U.S. House of Representatives,MA,6,11,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Middle 4"
ma.uscongress.eastern.1.1798,U.S. House of Representatives,MA,6,12,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Eastern 1"
ma.uscongress.eastern.2.1798,U.S. House of Representatives,MA,6,13,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Eastern 2"
ma.uscongress.eastern.3.1798,U.S. House of Representatives,MA,6,14,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Eastern 3"
ma.uscongress.western.1.1800,U.S. House of Representatives,MA,7,1,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Western 1"
ma.uscongress.western.1.ballot2.1801,U.S. House of Representatives,MA,7,1,1801,General,"Massachusetts 1801 U.S. House of Representatives, District Western 1, Ballot 2"
ma.uscongress.eastern.1.special.ballot5.1802,U.S. House of Representatives,MA,7,1,NA,NA,NA
ma.uscongress.eastern.1.special.ballot4.1802,U.S. House of Representatives,MA,7,1,NA,NA,NA
ma.uscongress.eastern.1.special.ballot3.1802,U.S. House of Representatives,MA,7,1,NA,NA,NA
ma.uscongress.western.2.1800,U.S. House of Representatives,MA,7,2,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Western 2"
ma.uscongress.western.3.1800,U.S. House of Representatives,MA,7,3,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Western 3"
ma.uscongress.western.4.1800,U.S. House of Representatives,MA,7,4,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Western 4"
ma.uscongress.western.4.special.ballot2.1801,U.S. House of Representatives,MA,7,4,NA,NA,NA
ma.uscongress.western.4.special.1801,U.S. House of Representatives,MA,7,4,NA,NA,NA
ma.uscongress.southern.1.1800,U.S. House of Representatives,MA,7,5,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Southern 1"
ma.uscongress.southern.2.1800,U.S. House of Representatives,MA,7,6,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Southern 2"
ma.uscongress.southern.2.ballot2.1801,U.S. House of Representatives,MA,7,6,1801,General,"Massachusetts 1801 U.S. House of Representatives, District Southern 2, Ballot 2"
ma.uscongress.southern.3.1800,U.S. House of Representatives,MA,7,7,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Southern 3"
ma.uscongress.middle.1.1800,U.S. House of Representatives,MA,7,8,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Middle 1"
ma.uscongress.middle.2.1800,U.S. House of Representatives,MA,7,9,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Middle 2"
ma.uscongress.middle.3.1800,U.S. House of Representatives,MA,7,10,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Middle 3"
ma.uscongress.middle.4.1800,U.S. House of Representatives,MA,7,11,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Middle 4"
ma.uscongress.eastern.1.1800,U.S. House of Representatives,MA,7,12,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Eastern 1"
ma.uscongress.eastern.1.special.1801,U.S. House of Representatives,MA,7,12,NA,NA,NA
ma.uscongress.eastern.1.special.ballot2.1801,U.S. House of Representatives,MA,7,12,NA,NA,NA
ma.uscongress.eastern.2.1800,U.S. House of Representatives,MA,7,13,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Eastern 2"
ma.uscongress.eastern.3.1800,U.S. House of Representatives,MA,7,14,1800,General,"Massachusetts 1800 U.S. House of Representatives, District Eastern 3"
ma.uscongress.eastern.3.special.1801,U.S. House of Representatives,MA,7,14,NA,NA,NA
ma.uscongress.suffolk.1802,U.S. House of Representatives,MA,8,1,1802,General,"Massachusetts 1802 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexsouth.1802,U.S. House of Representatives,MA,8,2,1802,General,"Massachusetts 1802 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1802,U.S. House of Representatives,MA,8,3,1802,General,"Massachusetts 1802 U.S. House of Representatives, Essex North District"
ma.uscongress.middlesex.1802,U.S. House of Representatives,MA,8,4,1802,General,"Massachusetts 1802 U.S. House of Representatives, Middlesex District"
ma.uscongress.hampshiresouth.1802,U.S. House of Representatives,MA,8,5,1802,General,"Massachusetts 1802 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshirenorth.1802,U.S. House of Representatives,MA,8,6,1802,General,"Massachusetts 1802 U.S. House of Representatives, Hampshire North District"
ma.uscongress.hampshirenorth.ballot2.1803,U.S. House of Representatives,MA,8,6,1803,General,"Massachusetts 1803 U.S. House of Representatives, Hampshire North District, Ballot 2"
ma.uscongress.hampshirenorth.ballot3.1803,U.S. House of Representatives,MA,8,6,1803,General,"Massachusetts 1803 U.S. House of Representatives, Hampshire North District, Ballot 3"
ma.uscongress.plymouth.1802,U.S. House of Representatives,MA,8,7,1802,General,"Massachusetts 1802 U.S. House of Representatives, Plymouth District"
ma.uscongress.barnstable.1802,U.S. House of Representatives,MA,8,8,1802,General,"Massachusetts 1802 U.S. House of Representatives, Barnstable District"
ma.uscongress.bristol.1802,U.S. House of Representatives,MA,8,9,1802,General,"Massachusetts 1802 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1802,U.S. House of Representatives,MA,8,10,1802,General,"Massachusetts 1802 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcesternorth.1802,U.S. House of Representatives,MA,8,11,1802,General,"Massachusetts 1802 U.S. House of Representatives, Worcester North District"
ma.uscongress.berkshire.1802,U.S. House of Representatives,MA,8,12,1802,General,"Massachusetts 1802 U.S. House of Representatives, Berkshire District"
ma.uscongress.berkshire.special.1804,U.S. House of Representatives,MA,8,12,NA,NA,NA
ma.uscongress.norfolk.1802,U.S. House of Representatives,MA,8,13,1802,General,"Massachusetts 1802 U.S. House of Representatives, Norfolk District"
ma.uscongress.york.1802,U.S. House of Representatives,MA,8,14,1802,General,"Massachusetts 1802 U.S. House of Representatives, York District"
ma.uscongress.cumberland.1802,U.S. House of Representatives,MA,8,15,1802,General,"Massachusetts 1802 U.S. House of Representatives, Cumberland District"
ma.uscongress.lincoln.1802,U.S. House of Representatives,MA,8,16,1802,General,"Massachusetts 1802 U.S. House of Representatives, Lincoln District"
ma.uscongress.kennebec.1802,U.S. House of Representatives,MA,8,17,1802,General,"Massachusetts 1802 U.S. House of Representatives, Kennebec District"
ma.uscongress.suffolk.1804,U.S. House of Representatives,MA,9,1,1804,General,"Massachusetts 1804 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexsouth.1804,U.S. House of Representatives,MA,9,2,1804,General,"Massachusetts 1804 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1804,U.S. House of Representatives,MA,9,3,1804,General,"Massachusetts 1804 U.S. House of Representatives, Essex North District"
ma.uscongress.middlesex.1804,U.S. House of Representatives,MA,9,4,1804,General,"Massachusetts 1804 U.S. House of Representatives, Middlesex District"
ma.uscongress.hampshiresouth.1804,U.S. House of Representatives,MA,9,5,1804,General,"Massachusetts 1804 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshirenorth.1804,U.S. House of Representatives,MA,9,6,1804,General,"Massachusetts 1804 U.S. House of Representatives, Hampshire North District"
ma.uscongress.plymouth.1804,U.S. House of Representatives,MA,9,7,1804,General,"Massachusetts 1804 U.S. House of Representatives, Plymouth District"
ma.uscongress.barnstable.1804,U.S. House of Representatives,MA,9,8,1804,General,"Massachusetts 1804 U.S. House of Representatives, Barnstable District"
ma.uscongress.bristol.1804,U.S. House of Representatives,MA,9,9,1804,General,"Massachusetts 1804 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1804,U.S. House of Representatives,MA,9,10,1804,General,"Massachusetts 1804 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcesternorth.1804,U.S. House of Representatives,MA,9,11,1804,General,"Massachusetts 1804 U.S. House of Representatives, Worcester North District"
ma.uscongress.berkshire.1804,U.S. House of Representatives,MA,9,12,1804,General,"Massachusetts 1804 U.S. House of Representatives, Berkshire District"
ma.uscongress.norfolk.1804,U.S. House of Representatives,MA,9,13,1804,General,"Massachusetts 1804 U.S. House of Representatives, Norfolk District"
ma.uscongress.york.1804,U.S. House of Representatives,MA,9,14,1804,General,"Massachusetts 1804 U.S. House of Representatives, York District"
ma.uscongress.cumberland.1804,U.S. House of Representatives,MA,9,15,1804,General,"Massachusetts 1804 U.S. House of Representatives, Cumberland District"
ma.uscongress.lincoln.1804,U.S. House of Representatives,MA,9,16,1804,General,"Massachusetts 1804 U.S. House of Representatives, Lincoln District"
ma.uscongress.kennebec.1804,U.S. House of Representatives,MA,9,17,1804,General,"Massachusetts 1804 U.S. House of Representatives, Kennebec District"
ma.uscongress.suffolk.1806,U.S. House of Representatives,MA,10,1,1806,General,"Massachusetts 1806 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexsouth.1806,U.S. House of Representatives,MA,10,2,1806,General,"Massachusetts 1806 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1806,U.S. House of Representatives,MA,10,3,1806,General,"Massachusetts 1806 U.S. House of Representatives, Essex North District"
ma.uscongress.essexsouth.special.1808,U.S. House of Representatives,MA,10,3,NA,NA,NA
ma.uscongress.middlesex.1806,U.S. House of Representatives,MA,10,4,1806,General,"Massachusetts 1806 U.S. House of Representatives, Middlesex District"
ma.uscongress.hampshirenorth.1806,U.S. House of Representatives,MA,10,6,1806,General,"Massachusetts 1806 U.S. House of Representatives, Hampshire North District"
ma.uscongress.hampshiresouth.1806,U.S. House of Representatives,MA,10,6,1806,General,"Massachusetts 1806 U.S. House of Representatives, Hampshire South District"
ma.uscongress.plymouth.1806,U.S. House of Representatives,MA,10,7,1806,General,"Massachusetts 1806 U.S. House of Representatives, Plymouth District"
ma.uscongress.barnstable.1806,U.S. House of Representatives,MA,10,8,1806,General,"Massachusetts 1806 U.S. House of Representatives, Barnstable District"
ma.uscongress.bristol.1806,U.S. House of Representatives,MA,10,9,1806,General,"Massachusetts 1806 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1806,U.S. House of Representatives,MA,10,10,1806,General,"Massachusetts 1806 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcesternorth.1806,U.S. House of Representatives,MA,10,11,1806,General,"Massachusetts 1806 U.S. House of Representatives, Worcester North District"
ma.uscongress.berkshire.1806,U.S. House of Representatives,MA,10,12,1806,General,"Massachusetts 1806 U.S. House of Representatives, Berkshire District"
ma.uscongress.berkshire.special.1807,U.S. House of Representatives,MA,10,12,NA,NA,NA
ma.uscongress.norfolk.1806,U.S. House of Representatives,MA,10,13,1806,General,"Massachusetts 1806 U.S. House of Representatives, Norfolk District"
ma.uscongress.york.1806,U.S. House of Representatives,MA,10,14,1806,General,"Massachusetts 1806 U.S. House of Representatives, York District"
ma.uscongress.cumberland.1806,U.S. House of Representatives,MA,10,15,1806,General,"Massachusetts 1806 U.S. House of Representatives, Cumberland District"
ma.uscongress.lincoln.1806,U.S. House of Representatives,MA,10,16,1806,General,"Massachusetts 1806 U.S. House of Representatives, Lincoln District"
ma.uscongress.kennebec.1806,U.S. House of Representatives,MA,10,17,1806,General,"Massachusetts 1806 U.S. House of Representatives, Kennebec District"
ma.uscongress.suffolk.1808,U.S. House of Representatives,MA,11,1,1808,General,"Massachusetts 1808 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexnorth.1808,U.S. House of Representatives,MA,11,3,1808,General,"Massachusetts 1808 U.S. House of Representatives, Essex North District"
ma.uscongress.essexsouth.1808,U.S. House of Representatives,MA,11,3,1808,General,"Massachusetts 1808 U.S. House of Representatives, Essex South District"
ma.uscongress.middlesex.1808,U.S. House of Representatives,MA,11,4,1808,General,"Massachusetts 1808 U.S. House of Representatives, Middlesex District"
ma.uscongress.hampshiresouth.1808,U.S. House of Representatives,MA,11,5,1808,General,"Massachusetts 1808 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshirenorth.1808,U.S. House of Representatives,MA,11,6,1808,General,"Massachusetts 1808 U.S. House of Representatives, Hampshire North District"
ma.uscongress.plymouth.1808,U.S. House of Representatives,MA,11,7,1808,General,"Massachusetts 1808 U.S. House of Representatives, Plymouth District"
ma.uscongress.plymouth.special.1809,U.S. House of Representatives,MA,11,7,NA,NA,NA
ma.uscongress.barnstable.1808,U.S. House of Representatives,MA,11,8,1808,General,"Massachusetts 1808 U.S. House of Representatives, Barnstable District"
ma.uscongress.bristol.1808,U.S. House of Representatives,MA,11,9,1808,General,"Massachusetts 1808 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1808,U.S. House of Representatives,MA,11,10,1808,General,"Massachusetts 1808 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcestersouth.special.1810,U.S. House of Representatives,MA,11,10,NA,NA,NA
ma.uscongress.worcesternorth.1808,U.S. House of Representatives,MA,11,11,1808,General,"Massachusetts 1808 U.S. House of Representatives, Worcester North District"
ma.uscongress.worcesternorth.special.1810,U.S. House of Representatives,MA,11,11,NA,NA,NA
ma.uscongress.berkshire.1808,U.S. House of Representatives,MA,11,12,1808,General,"Massachusetts 1808 U.S. House of Representatives, Berkshire District"
ma.uscongress.norfolk.1808,U.S. House of Representatives,MA,11,13,1808,General,"Massachusetts 1808 U.S. House of Representatives, Norfolk District"
ma.uscongress.york.1808,U.S. House of Representatives,MA,11,14,1808,General,"Massachusetts 1808 U.S. House of Representatives, York District"
ma.uscongress.cumberland.1808,U.S. House of Representatives,MA,11,15,1808,General,"Massachusetts 1808 U.S. House of Representatives, Cumberland District"
ma.uscongress.lincoln.1808,U.S. House of Representatives,MA,11,16,1808,General,"Massachusetts 1808 U.S. House of Representatives, Lincoln District"
ma.uscongress.kennebec.1808,U.S. House of Representatives,MA,11,17,1808,General,"Massachusetts 1808 U.S. House of Representatives, Kennebec District"
ma.uscongress.suffolk.1810,U.S. House of Representatives,MA,12,1,1810,General,"Massachusetts 1810 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexsouth.1810,U.S. House of Representatives,MA,12,2,1810,General,"Massachusetts 1810 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1810,U.S. House of Representatives,MA,12,3,1810,General,"Massachusetts 1810 U.S. House of Representatives, Essex North District"
ma.uscongress.middlesex.1810,U.S. House of Representatives,MA,12,4,1810,General,"Massachusetts 1810 U.S. House of Representatives, Middlesex District"
ma.uscongress.middlesex.special.ballot2.1811,U.S. House of Representatives,MA,12,4,NA,NA,NA
ma.uscongress.middlesex.special.1811,U.S. House of Representatives,MA,12,4,NA,NA,NA
ma.uscongress.hampshiresouth.1810,U.S. House of Representatives,MA,12,5,1810,General,"Massachusetts 1810 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshirenorth.1810,U.S. House of Representatives,MA,12,6,1810,General,"Massachusetts 1810 U.S. House of Representatives, Hampshire North District"
ma.uscongress.plymouth.1810,U.S. House of Representatives,MA,12,7,1810,General,"Massachusetts 1810 U.S. House of Representatives, Plymouth District"
ma.uscongress.barnstable.1810,U.S. House of Representatives,MA,12,8,1810,General,"Massachusetts 1810 U.S. House of Representatives, Barnstable District"
ma.uscongress.bristol.1810,U.S. House of Representatives,MA,12,9,1810,General,"Massachusetts 1810 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1810,U.S. House of Representatives,MA,12,10,1810,General,"Massachusetts 1810 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcesternorth.1810,U.S. House of Representatives,MA,12,11,1810,General,"Massachusetts 1810 U.S. House of Representatives, Worcester North District"
ma.uscongress.berkshire.1810,U.S. House of Representatives,MA,12,12,1810,General,"Massachusetts 1810 U.S. House of Representatives, Berkshire District"
ma.uscongress.norfolk.1810,U.S. House of Representatives,MA,12,13,1810,General,"Massachusetts 1810 U.S. House of Representatives, Norfolk District"
ma.uscongress.york.1810,U.S. House of Representatives,MA,12,14,1810,General,"Massachusetts 1810 U.S. House of Representatives, York District"
ma.uscongress.cumberland.1810,U.S. House of Representatives,MA,12,15,1810,General,"Massachusetts 1810 U.S. House of Representatives, Cumberland District"
ma.uscongress.cumberland.ballot2.1811,U.S. House of Representatives,MA,12,15,1811,General,"Massachusetts 1811 U.S. House of Representatives, Cumberland District, Ballot 2"
ma.uscongress.lincoln.1810,U.S. House of Representatives,MA,12,16,1810,General,"Massachusetts 1810 U.S. House of Representatives, Lincoln District"
ma.uscongress.kennebec.1810,U.S. House of Representatives,MA,12,17,1810,General,"Massachusetts 1810 U.S. House of Representatives, Kennebec District"
ma.uscongress.kennebec.special.1812,U.S. House of Representatives,MA,12,17,NA,NA,NA
ma.uscongress.suffolk.1812,U.S. House of Representatives,MA,13,1,1812,General,"Massachusetts 1812 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexsouth.1812,U.S. House of Representatives,MA,13,2,1812,General,"Massachusetts 1812 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1812,U.S. House of Representatives,MA,13,3,1812,General,"Massachusetts 1812 U.S. House of Representatives, Essex North District"
ma.uscongress.middlesex.1812,U.S. House of Representatives,MA,13,4,1812,General,"Massachusetts 1812 U.S. House of Representatives, Middlesex District"
ma.uscongress.middlesex.special.1814,U.S. House of Representatives,MA,13,4,NA,NA,NA
ma.uscongress.hampshiresouth.1812,U.S. House of Representatives,MA,13,5,1812,General,"Massachusetts 1812 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshirenouth.1812,U.S. House of Representatives,MA,13,6,1812,General,"Massachusetts 1812 U.S. House of Representatives, Hampshire North District"
ma.uscongress.plymouth.1812,U.S. House of Representatives,MA,13,7,1812,General,"Massachusetts 1812 U.S. House of Representatives, Plymouth District"
ma.uscongress.barnstable.1812,U.S. House of Representatives,MA,13,8,1812,General,"Massachusetts 1812 U.S. House of Representatives, Barnstable District"
ma.uscongress.bristol.1812,U.S. House of Representatives,MA,13,9,1812,General,"Massachusetts 1812 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1812,U.S. House of Representatives,MA,13,10,1812,General,"Massachusetts 1812 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcesternorth.1812,U.S. House of Representatives,MA,13,11,1812,General,"Massachusetts 1812 U.S. House of Representatives, Worcester North District"
ma.uscongress.berkshire.1812,U.S. House of Representatives,MA,13,12,1812,General,"Massachusetts 1812 U.S. House of Representatives, Berkshire District"
ma.uscongress.berkshire.special.1814,U.S. House of Representatives,MA,13,12,NA,NA,NA
ma.uscongress.norfolk.1812,U.S. House of Representatives,MA,13,13,1812,General,"Massachusetts 1812 U.S. House of Representatives, Norfolk District"
ma.uscongress.eastern1.1812,U.S. House of Representatives,MA,13,14,1812,General,"Massachusetts 1812 U.S. House of Representatives, Eastern District #1"
ma.uscongress.eastern2.1812,U.S. House of Representatives,MA,13,15,1812,General,"Massachusetts 1812 U.S. House of Representatives, Eastern District #2"
ma.uscongress.eastern3.1812,U.S. House of Representatives,MA,13,16,1812,General,"Massachusetts 1812 U.S. House of Representatives, Eastern District #3"
ma.uscongress.eastern4.1812,U.S. House of Representatives,MA,13,17,1812,General,"Massachusetts 1812 U.S. House of Representatives, Eastern District #4"
ma.uscongress.eastern5.1812,U.S. House of Representatives,MA,13,18,1812,General,"Massachusetts 1812 U.S. House of Representatives, Eastern District #5"
ma.uscongress.eastern6.1812,U.S. House of Representatives,MA,13,19,1812,General,"Massachusetts 1812 U.S. House of Representatives, Eastern District #6"
ma.uscongress.eastern6.ballot2.1813,U.S. House of Representatives,MA,13,19,1813,General,"Massachusetts 1813 U.S. House of Representatives, Eastern District #6, Ballot 2"
ma.uscongress.eastern7.1812,U.S. House of Representatives,MA,13,20,1812,General,"Massachusetts 1812 U.S. House of Representatives, Eastern District #7"
ma.uscongress.suffolk.1814,U.S. House of Representatives,MA,14,1,1814,General,"Massachusetts 1814 U.S. House of Representatives, Suffolk District"
ma.uscongress.essexsouth.1814,U.S. House of Representatives,MA,14,2,1814,General,"Massachusetts 1814 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1814,U.S. House of Representatives,MA,14,3,1814,General,"Massachusetts 1814 U.S. House of Representatives, Essex North District"
ma.uscongress.middlesex.1814,U.S. House of Representatives,MA,14,4,1814,General,"Massachusetts 1814 U.S. House of Representatives, Middlesex District"
ma.uscongress.hampshiresouth.1814,U.S. House of Representatives,MA,14,5,1814,General,"Massachusetts 1814 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshirenorth.1814,U.S. House of Representatives,MA,14,6,1814,General,"Massachusetts 1814 U.S. House of Representatives, Hampshire North District"
ma.uscongress.berkshire.1814,U.S. House of Representatives,MA,14,7,1814,General,"Massachusetts 1814 U.S. House of Representatives, Berkshire District"
ma.uscongress.plymouth.1814,U.S. House of Representatives,MA,14,8,1814,General,"Massachusetts 1814 U.S. House of Representatives, Plymouth District"
ma.uscongress.barnstable.1814,U.S. House of Representatives,MA,14,9,1814,General,"Massachusetts 1814 U.S. House of Representatives, Barnstable District"
ma.uscongress.bristol.1814,U.S. House of Representatives,MA,14,10,1814,General,"Massachusetts 1814 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1814,U.S. House of Representatives,MA,14,11,1814,General,"Massachusetts 1814 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcestersouth.special.1816,U.S. House of Representatives,MA,14,11,NA,NA,NA
ma.uscongress.worcesternorth.1814,U.S. House of Representatives,MA,14,12,1814,General,"Massachusetts 1814 U.S. House of Representatives, Worcester North District"
ma.uscongress.norfolk.1814,U.S. House of Representatives,MA,14,13,1814,General,"Massachusetts 1814 U.S. House of Representatives, Norfolk District"
ma.uscongress.eastern1.1814,U.S. House of Representatives,MA,14,14,1814,General,"Massachusetts 1814 U.S. House of Representatives, Eastern District #1"
ma.uscongress.eastern2.1814,U.S. House of Representatives,MA,14,15,1814,General,"Massachusetts 1814 U.S. House of Representatives, Eastern District #2"
ma.uscongress.eastern3.1814,U.S. House of Representatives,MA,14,16,1814,General,"Massachusetts 1814 U.S. House of Representatives, Eastern District #3"
ma.uscongress.eastern4.1814,U.S. House of Representatives,MA,14,17,1814,General,"Massachusetts 1814 U.S. House of Representatives, Eastern District #4"
ma.uscongress.eastern4.ballot2.1815,U.S. House of Representatives,MA,14,17,1815,General,"Massachusetts 1815 U.S. House of Representatives, Eastern District #4, Ballot 2"
ma.uscongress.eastern5.1814,U.S. House of Representatives,MA,14,18,1814,General,"Massachusetts 1814 U.S. House of Representatives, Eastern District #5"
ma.uscongress.eastern6.1814,U.S. House of Representatives,MA,14,19,1814,General,"Massachusetts 1814 U.S. House of Representatives, Eastern District #6"
ma.uscongress.eastern6.ballot2.1815,U.S. House of Representatives,MA,14,19,1815,General,"Massachusetts 1815 U.S. House of Representatives, Eastern District #6, Ballot 2"
ma.uscongress.eastern7.1814,U.S. House of Representatives,MA,14,20,1814,General,"Massachusetts 1814 U.S. House of Representatives, Eastern District #7"
ma.uscongress.suffolk.1816,U.S. House of Representatives,MA,15,1,1816,General,"Massachusetts 1816 U.S. House of Representatives, Suffolk District"
ma.uscongress.suffolk.special.1817,U.S. House of Representatives,MA,15,1,NA,NA,NA
ma.uscongress.essexsouth.1816,U.S. House of Representatives,MA,15,2,1816,General,"Massachusetts 1816 U.S. House of Representatives, Essex South District"
ma.uscongress.essexnorth.1816,U.S. House of Representatives,MA,15,3,1816,General,"Massachusetts 1816 U.S. House of Representatives, Essex North District"
ma.uscongress.essexnorth.ballot2.1817,U.S. House of Representatives,MA,15,3,1817,General,"Massachusetts 1817 U.S. House of Representatives, Essex North District, Ballot 2"
ma.uscongress.essexnorth.ballot3.1817,U.S. House of Representatives,MA,15,3,1817,General,"Massachusetts 1817 U.S. House of Representatives, Essex North District, Ballot 3"
ma.uscongress.middlesex.1816,U.S. House of Representatives,MA,15,4,1816,General,"Massachusetts 1816 U.S. House of Representatives, Middlesex District"
ma.uscongress.hampshiresouth.1816,U.S. House of Representatives,MA,15,5,1816,General,"Massachusetts 1816 U.S. House of Representatives, Hampshire South District"
ma.uscongress.hampshirenorth.1816,U.S. House of Representatives,MA,15,6,1816,General,"Massachusetts 1816 U.S. House of Representatives, Hampshire North District"
ma.uscongress.berkshire.1816,U.S. House of Representatives,MA,15,7,1816,General,"Massachusetts 1816 U.S. House of Representatives, Berkshire District"
ma.uscongress.plymouth.1816,U.S. House of Representatives,MA,15,8,1816,General,"Massachusetts 1816 U.S. House of Representatives, Plymouth District"
ma.uscongress.plymouth.ballot2.1817,U.S. House of Representatives,MA,15,8,1817,General,"Massachusetts 1817 U.S. House of Representatives, Plymouth District, Ballot 2"
ma.uscongress.barnstable.1816,U.S. House of Representatives,MA,15,9,1816,General,"Massachusetts 1816 U.S. House of Representatives, Barnstable District"
ma.uscongress.barnstable.ballot2.1817,U.S. House of Representatives,MA,15,9,1817,General,"Massachusetts 1817 U.S. House of Representatives, Barnstable District, Ballot 2"
ma.uscongress.barnstable.ballot3.1817,U.S. House of Representatives,MA,15,9,1817,General,"Massachusetts 1817 U.S. House of Representatives, Barnstable District, Ballot 3"
ma.uscongress.bristol.1816,U.S. House of Representatives,MA,15,10,1816,General,"Massachusetts 1816 U.S. House of Representatives, Bristol District"
ma.uscongress.worcestersouth.1816,U.S. House of Representatives,MA,15,11,1816,General,"Massachusetts 1816 U.S. House of Representatives, Worcester South District"
ma.uscongress.worcesternorth.1816,U.S. House of Representatives,MA,15,12,1816,General,"Massachusetts 1816 U.S. House of Representatives, Worcester North District"
ma.uscongress.norfolk.1816,U.S. House of Representatives,MA,15,13,1816,General,"Massachusetts 1816 U.S. House of Representatives, Norfolk District"
ma.uscongress.eastern1.1816,U.S. House of Representatives,MA,15,14,1816,General,"Massachusetts 1816 U.S. House of Representatives, Eastern District #1"
