election_id,election_office,state,congress,district,year,election_type,election_label
ma.uscongress.2.ballot2.1789,U.S. House of Representatives,MA,1,2,1789,General,"Massachusetts 1789 U.S. House of Representatives, District 2, Ballot 2"
ma.uscongress.3.1788,U.S. House of Representatives,MA,1,3,1788,General,"Massachusetts 1788 U.S. House of Representatives, District 3"
ma.uscongress.3.ballot2.1789,U.S. House of Representatives,MA,1,3,1789,General,"Massachusetts 1789 U.S. House of Representatives, District 3, Ballot 2"
ma.uscongress.4.1788,U.S. House of Representatives,MA,1,4,1788,General,"Massachusetts 1788 U.S. House of Representatives, District 4"
ma.uscongress.4.ballot2.1789,U.S. House of Representatives,MA,1,4,1789,General,"Massachusetts 1789 U.S. House of Representatives, District 4, Ballot 2"
ma.uscongress.4.ballot3.1789,U.S. House of Representatives,MA,1,4,1789,General,"Massachusetts 1789 U.S. House of Representatives, District 4, Ballot 3"
ma.uscongress.4.ballot4.1789,U.S. House of Representatives,MA,1,4,1789,General,"Massachusetts 1789 U.S. House of Representatives, District 4, Ballot 4"
ma.uscongress.4.ballot5.1789,U.S. House of Representatives,MA,1,4,1789,General,"Massachusetts 1789 U.S. House of Representatives, District 4, Ballot 5"
ma.uscongress.5.1788,U.S. House of Representatives,MA,1,5,1788,General,"Massachusetts 1788 U.S. House of Representatives, District 5"
ma.uscongress.6.1788,U.S. House of Representatives,MA,1,6,1788,General,"Massachusetts 1788 U.S. House of Representatives, District 6"
ma.uscongress.7.1788,U.S. House of Representatives,MA,1,7,1788,General,"Massachusetts 1788 U.S. House of Representatives, District 7"
ma.uscongress.8.1788,U.S. House of Representatives,MA,1,8,1788,General,"Massachusetts 1788 U.S. House of Representatives, District 8"
ma.uscongress.8.ballot2.1789,U.S. House of Representatives,MA,1,8,1789,General,"Massachusetts 1789 U.S. House of Representatives, District 8, Ballot 2"
ma.uscongress.8.ballot3.1789,U.S. House of Representatives,MA,1,8,1789,General,"Massachusetts 1789 U.S. House of Representatives, District 8, Ballot 3"
ma.uscongress.1.1790,U.S. House of Representatives,MA,2,1,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 1"
ma.uscongress.2.1790,U.S. House of Representatives,MA,2,2,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 2"
ma.uscongress.3.1790,U.S. House of Representatives,MA,2,3,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 3"
ma.uscongress.4.1790,U.S. House of Representatives,MA,2,4,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 4"
ma.uscongress.5.1790,U.S. House of Representatives,MA,2,5,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 5"
ma.uscongress.5.ballot2.1790,U.S. House of Representatives,MA,2,5,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 5, Ballot 2"
ma.uscongress.6.1790,U.S. House of Representatives,MA,2,6,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 6"
ma.uscongress.6.ballot2.1790,U.S. House of Representatives,MA,2,6,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 6, Ballot 2"
ma.uscongress.6.ballot3.1791,U.S. House of Representatives,MA,2,6,1791,General,"Massachusetts 1791 U.S. House of Representatives, District 6, Ballot 3"
ma.uscongress.6.ballot4.1791,U.S. House of Representatives,MA,2,6,1791,General,"Massachusetts 1791 U.S. House of Representatives, District 6, Ballot 4"
ma.uscongress.6.ballot5.1791,U.S. House of Representatives,MA,2,6,1791,General,"Massachusetts 1791 U.S. House of Representatives, District 6, Ballot 5"
ma.uscongress.6.ballot6.1791,U.S. House of Representatives,MA,2,6,1791,General,"Massachusetts 1791 U.S. House of Representatives, District 6, Ballot 6"
ma.uscongress.6.ballot7.1791,U.S. House of Representatives,MA,2,6,1791,General,"Massachusetts 1791 U.S. House of Representatives, District 6, Ballot 7"
ma.uscongress.6.ballot8.1791,U.S. House of Representatives,MA,2,6,1791,General,"Massachusetts 1791 U.S. House of Representatives, District 6, Ballot 8"
ma.uscongress.7.1790,U.S. House of Representatives,MA,2,7,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 7"
ma.uscongress.7.ballot2.1790,U.S. House of Representatives,MA,2,7,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 7, Ballot 2"
ma.uscongress.8.1790,U.S. House of Representatives,MA,2,8,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 8"
ma.uscongress.8.ballot2.1790,U.S. House of Representatives,MA,2,8,1790,General,"Massachusetts 1790 U.S. House of Representatives, District 8, Ballot 2"
ma.uscongress.8.ballot3.1791,U.S. House of Representatives,MA,2,8,1791,General,"Massachusetts 1791 U.S. House of Representatives, District 8, Ballot 3"
ma.uscongress.8.ballot4.1791,U.S. House of Representatives,MA,2,8,1791,General,"Massachusetts 1791 U.S. House of Representatives, District 8, Ballot 4"
ma.uscongress.1.1792,U.S. House of Representatives,MA,3,1,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 1, At-Large"
ma.uscongress.1.essex.1792,U.S. House of Representatives,MA,3,1,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 1, Candidate from Essex County"
ma.uscongress.1.middlesex.1792,U.S. House of Representatives,MA,3,1,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 1, Candidate from Middlesex County"
ma.uscongress.1.suffolk.1792,U.S. House of Representatives,MA,3,1,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 1, Candidate from Suffolk County"
ma.uscongress.1.ballot2.1793,U.S. House of Representatives,MA,3,1,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 1, At-Large, Ballot 2"
ma.uscongress.1.ballot3.1793,U.S. House of Representatives,MA,3,1,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 1, At-Large, Ballot 3"
ma.uscongress.2.1792,U.S. House of Representatives,MA,3,2,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 2, At-Large"
ma.uscongress.2.berkshire.1792,U.S. House of Representatives,MA,3,2,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 2, Candidate from Berkshire County"
ma.uscongress.2.hampshire.1792,U.S. House of Representatives,MA,3,2,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 2, Candidate from Hampshire County"
ma.uscongress.2.worcester.1792,U.S. House of Representatives,MA,3,2,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 2, Candidate from Worcester County"
ma.uscongress.2.ballot2.1793,U.S. House of Representatives,MA,3,2,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 2, At-Large, Ballot 2"
ma.uscongress.2.ballot3.1793,U.S. House of Representatives,MA,3,2,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 2, At-Large, Ballot 3"
ma.uscongress.2.hampshire.ballot2.1793,U.S. House of Representatives,MA,3,2,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 2, Candidate from Hampshire County, Ballot 2"
ma.uscongress.2.hampshire.ballot3.1793,U.S. House of Representatives,MA,3,2,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 2, Candidate from Hampshire County, Ballot 3"
ma.uscongress.3.barnstableplymouth.1792,U.S. House of Representatives,MA,3,3,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 3, Candidate from Barnstable or Plymouth County"
ma.uscongress.3.bristoldukesnantucket.1792,U.S. House of Representatives,MA,3,3,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 3, Candidate from Bristol, Dukes or Nantucket County"
ma.uscongress.3.barnstableplymouth.ballot2.1793,U.S. House of Representatives,MA,3,3,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 3, Candidate from Barnstable or Plymouth County, Ballot 2"
ma.uscongress.4.cumberland.1792,U.S. House of Representatives,MA,3,4,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 4, Candidate from Cumberland County"
ma.uscongress.4.lincolnhancockwashington.1792,U.S. House of Representatives,MA,3,4,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 4, Candidate from Lincoln, Hancock or Washington County"
ma.uscongress.4.york.1792,U.S. House of Representatives,MA,3,4,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 4, Candidate from York County"
ma.uscongress.4.cumberland.ballot2.1793,U.S. House of Representatives,MA,3,4,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 4, Candidate from Cumberland County, Ballot 2"
ma.uscongress.4.cumberland.ballot3.1793,U.S. House of Representatives,MA,3,4,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 4, Candidate from Cumberland County, Ballot 3"
ma.uscongress.4.lincolnhancockwashington.ballot2.1793,U.S. House of Representatives,MA,3,4,1793,General,"Massachusetts 1793 U.S. House of Representatives, District 4, Candidate from Lincoln, Hancock or Washington County, Ballot 2"
ma.uscongress.6.ballot9.1792,U.S. House of Representatives,MA,3,6,1792,General,"Massachusetts 1792 U.S. House of Representatives, District 6, Ballot 9"
ma.uscongress.atlarge.1792,U.S. House of Representatives,MA,3,NA,1792,General,"Massachusetts 1792 U.S. House of Representatives, At-Large"
ma.uscongress.western.1.1794,U.S. House of Representatives,MA,4,1,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Western 1"
ma.uscongress.western.1.special.1796,U.S. House of Representatives,MA,4,1,NA,NA,NA
ma.uscongress.western.1.special2.1796,U.S. House of Representatives,MA,4,1,NA,NA,NA
ma.uscongress.western.2.1794,U.S. House of Representatives,MA,4,2,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Western 2"
ma.uscongress.western.3.1794,U.S. House of Representatives,MA,4,3,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Western 3"
ma.uscongress.western.4.1794,U.S. House of Representatives,MA,4,4,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Western 4"
ma.uscongress.southern.1.1794,U.S. House of Representatives,MA,4,5,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Southern 1"
ma.uscongress.southern.2.1794,U.S. House of Representatives,MA,4,6,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Southern 2"
ma.uscongress.southern.3.1794,U.S. House of Representatives,MA,4,7,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Southern 3"
ma.uscongress.southern.3.ballot2.1795,U.S. House of Representatives,MA,4,7,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Southern 3, Ballot 2"
ma.uscongress.southern.3.ballot3.1795,U.S. House of Representatives,MA,4,7,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Southern 3, Ballot 3"
ma.uscongress.southern.3.ballot4.1795,U.S. House of Representatives,MA,4,7,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Southern 3, Ballot 4"
ma.uscongress.middle.1.1794,U.S. House of Representatives,MA,4,8,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Middle 1"
ma.uscongress.middle.2.1794,U.S. House of Representatives,MA,4,9,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Middle 2"
ma.uscongress.middle.2.ballot2.1795,U.S. House of Representatives,MA,4,9,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Middle 2, Ballot 2"
ma.uscongress.middle.2.ballot3.1795,U.S. House of Representatives,MA,4,9,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Middle 2, Ballot 3"
ma.uscongress.middle.3.1794,U.S. House of Representatives,MA,4,10,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Middle 3"
ma.uscongress.middle.3.special.1796,U.S. House of Representatives,MA,4,10,NA,NA,NA
ma.uscongress.middle.3.special2.1796,U.S. House of Representatives,MA,4,10,NA,NA,NA
ma.uscongress.middle.4.1794,U.S. House of Representatives,MA,4,11,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Middle 4"
ma.uscongress.middle.4.ballot2.1795,U.S. House of Representatives,MA,4,11,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Middle 4, Ballot 2"
ma.uscongress.middle.4.ballot3.1795,U.S. House of Representatives,MA,4,11,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Middle 4, Ballot 3"
ma.uscongress.eastern.1.1794,U.S. House of Representatives,MA,4,12,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Eastern 1"
ma.uscongress.eastern.2.1794,U.S. House of Representatives,MA,4,13,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Eastern 2"
ma.uscongress.eastern.2.ballot2.1795,U.S. House of Representatives,MA,4,13,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Eastern 2, Ballot 2"
ma.uscongress.eastern.3.1794,U.S. House of Representatives,MA,4,14,1794,General,"Massachusetts 1794 U.S. House of Representatives, District Eastern 3"
ma.uscongress.eastern.3.ballot2.1795,U.S. House of Representatives,MA,4,14,1795,General,"Massachusetts 1795 U.S. House of Representatives, District Eastern 3, Ballot 2"
ma.uscongress.western.1.1796,U.S. House of Representatives,MA,5,1,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Western 1"
ma.uscongress.western.2.1796,U.S. House of Representatives,MA,5,2,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Western 2"
ma.uscongress.western.2.ballot2.1797,U.S. House of Representatives,MA,5,2,1797,General,"Massachusetts 1797 U.S. House of Representatives, District Western 2, Ballot 2"
ma.uscongress.western.3.1796,U.S. House of Representatives,MA,5,3,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Western 3"
ma.uscongress.western.4.1796,U.S. House of Representatives,MA,5,4,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Western 4"
ma.uscongress.southern.1.1796,U.S. House of Representatives,MA,5,5,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Southern 1"
ma.uscongress.southern.2.1796,U.S. House of Representatives,MA,5,6,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Southern 2"
ma.uscongress.southern.3.1796,U.S. House of Representatives,MA,5,7,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Southern 3"
ma.uscongress.southern.3.ballot2.1797,U.S. House of Representatives,MA,5,7,1797,General,"Massachusetts 1797 U.S. House of Representatives, District Southern 3, Ballot 2"
ma.uscongress.southern.3.ballot3.1797,U.S. House of Representatives,MA,5,7,1797,General,"Massachusetts 1797 U.S. House of Representatives, District Southern 3, Ballot 3"
ma.uscongress.middle.1.1796,U.S. House of Representatives,MA,5,8,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Middle 1"
ma.uscongress.middle.2.1796,U.S. House of Representatives,MA,5,9,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Middle 2"
ma.uscongress.middle.3.1796,U.S. House of Representatives,MA,5,10,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Middle 3"
ma.uscongress.middle.4.1796,U.S. House of Representatives,MA,5,11,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Middle 4"
ma.uscongress.middle.4.special.1797,U.S. House of Representatives,MA,5,11,NA,NA,NA
ma.uscongress.eastern.1.1796,U.S. House of Representatives,MA,5,12,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Eastern 1"
ma.uscongress.eastern.1.ballot2.1797,U.S. House of Representatives,MA,5,12,1797,General,"Massachusetts 1797 U.S. House of Representatives, District Eastern 1, Ballot 2"
ma.uscongress.eastern.1.ballot3.1797,U.S. House of Representatives,MA,5,12,1797,General,"Massachusetts 1797 U.S. House of Representatives, District Eastern 1, Ballot 3"
ma.uscongress.eastern.2.1796,U.S. House of Representatives,MA,5,13,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Eastern 2"
ma.uscongress.eastern.3.1796,U.S. House of Representatives,MA,5,14,1796,General,"Massachusetts 1796 U.S. House of Representatives, District Eastern 3"
ma.uscongress.western.1.1798,U.S. House of Representatives,MA,6,1,1798,General,"Massachusetts 1798 U.S. House of Representatives, District Western 1"
